,CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Latitude,Longitude,FoodDesert
0,6067000100,California,Sacramento,1,3558,1639,0,2,0.0005621,0,0,0,0,0,0,6.8,128015,0,1,0,1,0,0,0,0,2977.536109,0,0,386.4036315,0,2977.536109,0.836856692,386.4036315,0.108601358,578.8279266,0.162683509,573.5650046,0.16120433,2656.211993,0.746546372,10.19605916,0.002865671,113.0129202,0.031763047,7.897163106,0.002219551,11.67747916,0.003282035,178.5404796,0.050180011,280.1015244,0.078724431,89.63442301,0.054688483,4.018660255,0.002451898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,684,685,3159,20,137,9,13,220,351,113,5,38.5777705,-121.432632,0
1,6067000200,California,Sacramento,1,3497,1698,0,47,0.0134401,0,0,0,0,0,0,2.5,110461,0,1,0,1,0,0,0,0,975.0833553,0,0,147.8413853,0,975.0833553,0.278834245,147.8413853,0.042276633,171.1488265,0.048941615,99.60787498,0.028483808,850.6368271,0.243247591,9.321552208,0.002665585,32.53051634,0.009302407,3.939037681,0.001126405,8.582199452,0.002454161,70.07323224,0.020038099,105.1566559,0.030070534,17.27996374,0.010176657,4.992225352,0.002940062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,612,479,3081,36,137,5,24,214,385,40,18,38.5740594,-121.440758,0
2,6067000300,California,Sacramento,1,3103,1499,0,7,0.0022559,0,0,0,0,0,0,7.5,132955,0,1,0,1,0,0,0,0,1313.360949,0,0,198.8114753,0,1313.360949,0.42325522,198.8114753,0.06407073,236.6659138,0.076270033,170.148039,0.0548334,1159.089708,0.373538417,12.50329706,0.004029422,54.00677191,0.017404696,3.99999997,0.001289075,2.794481307,0.000900574,80.96668794,0.026093035,144.8683632,0.04668655,34.26853248,0.022860929,7.806148538,0.005207571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,542,425,2689,36,117,11,10,240,345,146,19,38.5773838,-121.4547432,0
3,6067000400,California,Sacramento,1,3667,2171,0,29,0.0079084,0,0,0,0,1,0,12.3,69722,0,1,0,1,0,0,1,0,1586.953607,0,0,393.61908,0,1586.953607,0.432766187,393.61908,0.1073409,152.5515591,0.041601189,136.9335203,0.037342111,1205.584171,0.328765795,64.29071123,0.017532236,72.54886554,0.019784256,2.396841995,0.000653625,18.19824483,0.004962707,223.9347646,0.061067566,320.4155387,0.087378113,167.3660124,0.077091669,32.35579149,0.014903635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,313,256,2831,167,136,3,50,480,729,282,79,38.5800964,-121.4693603,0
4,6067000500,California,Sacramento,1,3159,1804,0,40,0.0126622,0,1,0,1,1,1,34.9,28125,0,1,0,1,0,0,1,0,2202.784042,0,0,1228.12062,0,2202.784042,0.697304224,1228.12062,0.388768794,237.6538236,0.075230713,145.7652546,0.046142847,1480.949013,0.468803106,108.3165123,0.034288228,139.3149395,0.044100962,17.26275502,0.005464626,54.39603498,0.017219384,402.5447831,0.127427915,573.2079079,0.181452329,317.8626223,0.176198793,176.447995,0.09780931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,330,195,2128,170,178,19,66,598,846,455,265,38.5834331,-121.4823108,0
5,6067000600,California,Sacramento,1,1122,643,0,88,0.0784314,0,1,0,0,0,1,45.9,37250,0,1,0,1,0,0,0,0,426.305592,0,0,239.0036003,0,426.305592,0.379951508,239.0036003,0.213015687,18.32496372,0.01633241,21.01011207,0.01872559,300.5789076,0.26789564,39.41605419,0.035130173,19.45886885,0.01734302,1,0.000891266,12.30666888,0.010968511,53.54508826,0.047722895,85.5341666,0.07623366,69.73556934,0.108453452,49.85536622,0.077535562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,124,96,665,188,44,3,38,184,279,195,122,38.5854811,-121.4916773,0
6,6067000700,California,Sacramento,1,2806,543,1,2144,0.7640769,0,1,0,1,1,1,37.3,21528,0,1,0,1,0,0,1,0,2777.293193,0,0,2310.707961,0,2777.293193,0.989769491,2310.707961,0.823488225,2.108162284,0.000751305,412.0541648,0.146847528,1321.007886,0.470779717,696.8575006,0.24834551,378.5710764,0.134914853,8.999999911,0.003207413,50.99999785,0.018175338,320.856722,0.114346658,605.0188539,0.215616128,351.1240705,0.646637331,77.69124665,0.143077802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,3,415,1346,698,379,9,51,323,607,348,77,38.5818714,-121.5016595,0
7,6067000800,California,Sacramento,1,1425,1001,0,46,0.0322807,0,0,0,0,1,0,14.1,100721,0,1,0,1,0,0,1,0,1424.999951,0,0,340.3547427,0,1424.999951,0.999999966,340.3547427,0.238845433,43.99999924,0.030877192,408.9999886,0.287017536,1081.999995,0.759298242,66.99999963,0.047017544,142.9999993,0.100350877,1,0.000701754,5.99999994,0.004210526,126.0000002,0.088421053,207.9999958,0.145964909,256.6154317,0.256359073,28.98823511,0.028959276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,44,409,1082,67,143,1,6,126,208,283,32,38.5770653,-121.5044795,0
8,6067001101,California,Sacramento,1,2047,1557,0,16,0.0078163,0,1,0,1,1,1,41.3,37500,0,1,0,1,0,0,1,0,627.0452769,0,0,354.5879363,0,627.0452769,0.306324024,354.5879363,0.173223222,54.89652705,0.02681804,38.97690384,0.019040989,415.941639,0.20319572,53.52347341,0.026147276,65.59785891,0.032045852,2,0.00097704,7.116522036,0.003476562,82.86577897,0.040481573,107.6707293,0.052599282,204.1613127,0.131124799,61.13070235,0.039261851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,96,171,1401,192,188,6,21,239,330,642,213,38.5772072,-121.4904629,0
9,6067001200,California,Sacramento,1,3323,2504,0,44,0.013241,0,0,0,0,0,1,23.1,54519,0,0,0,0,0,0,0,0,6.862709314,0,0,2.430950224,0,6.862709314,0.002065215,2.430950224,0.000731553,0.107526056,3.24E-05,0.987003183,0.000297022,5.426794082,0.001633101,0.218838051,6.59E-05,0.936795663,0.000281913,0,0,0,0,0.28028151,8.43E-05,0.483758695,0.000145579,0.757824197,0.000302645,0.114239177,4.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,121,345,2401,288,252,9,48,325,538,764,65,38.5716422,-121.4870807,0
10,6067001300,California,Sacramento,1,3005,1936,0,68,0.022629,0,0,0,0,0,1,21.5,75313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,170,123,2287,173,179,5,49,312,515,344,143,38.5684782,-121.4745179,0
11,6067001400,California,Sacramento,1,2466,1720,0,97,0.039335,0,0,0,0,0,0,18.2,97344,0,0,0,0,0,0,0,0,0.000692663,0,0,0.000220197,0,0.000692663,2.81E-07,0.000220197,8.93E-08,4.47E-05,1.81E-08,2.23E-05,9.06E-09,0.000603288,2.45E-07,3.35E-05,1.36E-08,0,0,0,0,0,0,5.59E-05,2.27E-08,3.35E-05,1.36E-08,0.000100633,5.85E-08,3.40E-05,1.98E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,123,365,1930,138,108,5,24,261,337,499,137,38.573984,-121.4721306,0
12,6067001500,California,Sacramento,1,4329,2254,0,143,0.033033,0,0,0,0,1,0,6.1,118725,0,1,0,1,0,0,1,0,2316.053739,0,0,496.4903814,0,2316.053739,0.535008949,496.4903814,0.114689393,338.7406636,0.078249172,443.2435329,0.102389358,2022.810281,0.467269642,50.08473686,0.011569586,105.603382,0.024394406,13.03111338,0.00301019,4.854960117,0.001121497,119.6692723,0.02764363,240.795497,0.055623815,117.9882891,0.05234618,18.6491902,0.00827382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,586,687,3734,85,191,21,21,277,485,147,38,38.5674597,-121.4593774,0
13,6067001600,California,Sacramento,1,5421,2633,0,2,0.0003689,0,0,0,0,0,0,9.1,101373,0,1,0,1,0,0,0,0,1453.231955,0,0,215.3498854,0,1453.231955,0.268074517,215.3498854,0.039725122,277.7230948,0.051230971,238.9638422,0.044081137,1293.635999,0.2386342,11.49168516,0.002119846,57.20078411,0.010551703,2.235911518,0.000412454,3.845500177,0.000709371,84.82207855,0.015646943,144.6178546,0.026677339,34.78504235,0.013211182,24.43685734,0.009280994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,944,782,4527,126,240,6,34,488,709,187,100,38.5616628,-121.4396846,0
14,6067001700,California,Sacramento,1,4794,2502,0,6,0.0012516,0,1,0,1,1,1,28.5,90690,0,1,0,1,0,0,1,0,1433.019759,0,0,609.085943,0,1433.019759,0.298919432,609.085943,0.127051719,189.129316,0.039451255,432.6835223,0.090255219,1096.748212,0.22877518,90.66856848,0.018912926,108.2165743,0.022573336,4.493308023,0.000937277,7.88261272,0.001644266,125.0104938,0.026076448,189.2938816,0.039485582,192.2669228,0.076845293,19.95656084,0.007976243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067,620,857,3464,305,407,12,38,568,723,399,60,38.5519098,-121.4417291,0
15,6067001800,California,Sacramento,1,4686,1965,0,234,0.049936,0,1,0,0,0,1,26.4,57574,0,1,0,1,0,0,0,0,550.5773941,0,0,117.5336278,0,550.5773941,0.117494109,117.5336278,0.025081867,56.77126392,0.01211508,86.26289751,0.018408642,417.0340537,0.088995743,45.35085362,0.009677946,25.92580732,0.005532609,0,0,5.065251964,0.001080933,57.20141836,0.012206875,99.15266886,0.02115934,14.42591161,0.007341431,27.88419934,0.014190432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,923,399,2563,849,356,18,78,822,1166,328,291,38.5542221,-121.4637479,0
16,6067001900,California,Sacramento,1,2771,1620,0,4,0.0014435,0,0,0,0,0,1,19,40688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,273,231,1801,189,246,7,44,484,590,365,103,38.5618891,-121.4773744,0
17,6067002000,California,Sacramento,1,2376,1265,0,9,0.0037879,0,0,0,0,0,1,22,29044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,233,315,1067,86,843,3,45,332,400,302,109,38.5652846,-121.4903061,0
18,6067002100,California,Sacramento,1,2377,1027,0,82,0.0344973,0,1,0,0,0,1,32.4,42400,0,1,0,1,0,0,0,0,1214.273012,0,0,494.0612867,0,1214.273012,0.510842664,494.0612867,0.207850773,233.1148991,0.098071056,70.57760968,0.029691885,609.1948638,0.25628728,74.35368596,0.031280474,206.8418173,0.087018013,1,0.000420698,15.51313735,0.006526351,307.369506,0.129309847,398.748699,0.167752923,28.00670973,0.027270409,38.81742203,0.037796906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,389,219,1067,123,691,1,37,458,592,216,81,38.5693327,-121.5063658,0
19,6067002200,California,Sacramento,1,4004,1685,0,1,0.0002498,0,1,0,1,1,1,43.9,25975,0,1,0,1,0,0,1,0,2635.625019,0,0,1500.352911,0,2635.625019,0.658248007,1500.352911,0.374713514,867.84003,0.216743264,260.8233186,0.065140689,1070.436314,0.267341737,663.3265215,0.165665964,420.7270109,0.105076676,43.70286064,0.0109148,36.19620666,0.009040012,401.2361169,0.10020882,490.5227107,0.12250817,198.6981524,0.117921752,355.2491344,0.210830347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,1283,403,1586,1059,628,60,65,606,740,456,580,38.5612821,-121.5071562,0
20,6067002300,California,Sacramento,1,3156,1588,0,0,0,0,0,0,0,0,0,4.5,143182,0,0,0,0,0,0,0,0,7.045808196,0,0,0.478535689,0,7.045808196,0.002232512,0.478535689,0.000151627,1.738580406,0.000550881,0.844849557,0.000267696,6.023269415,0.001908514,0.07018397,2.22E-05,0.35802073,0.000113441,0.025761617,8.16E-06,0,0,0.568572648,0.000180156,0.56147176,0.000177906,0.062632065,3.94E-05,0.017330534,1.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,524,406,2593,45,234,10,14,260,332,51,10,38.5571708,-121.4938311,0
21,6067002400,California,Sacramento,1,4387,2012,0,6,0.0013677,0,0,0,0,0,0,7.8,147773,0,1,0,1,0,0,0,0,1718.997002,0,0,257.8383304,0,1718.997002,0.391838843,257.8383304,0.058773269,384.1245033,0.087559723,273.9897853,0.062454932,1439.001773,0.328014993,8.510285682,0.001939887,131.9652543,0.030080979,1.894647777,0.000431878,5.022185682,0.001144788,132.6028606,0.030226319,176.6489182,0.04026645,28.18118022,0.014006551,14.14009821,0.007027882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,908,775,3643,60,330,7,14,333,512,131,38,38.5448312,-121.4973382,0
22,6067002500,California,Sacramento,1,1587,710,0,0,0,0,0,0,0,0,0,2.1,111307,0,0,0,0,0,0,0,0,413.9485019,0,0,39.80740898,0,413.9485019,0.260837115,39.80740898,0.025083434,80.39231925,0.050656786,58.000576,0.036547307,348.3604735,0.219508805,15.65081939,0.00986189,24.53003793,0.015456861,0,0,2,0.001260239,23.4071717,0.014749321,44.05475214,0.027759768,2.500343695,0.003521611,1.492716449,0.002102418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,295,235,1335,49,68,3,5,127,153,11,6,38.5455452,-121.4812453,0
23,6067002600,California,Sacramento,1,2505,1218,0,43,0.0171657,0,0,0,0,0,1,21.3,91111,0,0,0,0,0,0,0,0,95.09547651,0,0,25.67727244,0,95.09547651,0.037962266,25.67727244,0.010250408,16.73540504,0.0066808,10.00359434,0.003993451,86.27698991,0.034441912,0,0,0.363921627,0.000145278,0.804710388,0.000321242,1.609420776,0.000642483,6.040433995,0.002411351,11.48006689,0.004582861,2.152348575,0.001767117,2.930937183,0.002406352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,420,261,1851,205,115,11,42,281,411,153,81,38.5543039,-121.4817038,0
24,6067002700,California,Sacramento,1,3383,1364,0,21,0.0062075,0,1,0,0,0,1,30.7,44375,0,1,0,1,0,0,0,0,842.9383639,0,0,487.0418032,0,842.9383639,0.249168893,487.0418032,0.143967426,166.7730905,0.049297396,32.26086943,0.009536172,442.3957549,0.13077025,184.2056855,0.054450395,53.36526974,0.01577454,3.876068655,0.001145749,15.2711751,0.004514093,143.8244024,0.042513864,184.8385323,0.054637462,72.11220757,0.052868187,73.72778233,0.054052626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,828,209,1450,876,194,12,62,789,1051,229,268,38.54761,-121.4711099,0
25,6067002800,California,Sacramento,1,3291,1018,0,21,0.006381,0,1,0,0,0,1,44,32031,0,1,0,1,0,0,0,0,827.61665,0,0,648.5100666,0,827.61665,0.251478775,648.5100666,0.197055626,239.1885087,0.072679583,73.9520318,0.022470991,225.8312801,0.068620869,214.3412921,0.065129533,78.99823884,0.024004327,13.96819282,0.004244361,8.716735427,0.002648659,285.7609102,0.086831027,348.663662,0.105944595,47.29358643,0.046457354,103.2124601,0.101387485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,993,264,808,1043,274,15,81,1070,1283,186,382,38.5429371,-121.4582463,0
26,6067002900,California,Sacramento,1,4499,2147,0,0,0,0,1,0,0,0,1,18.8,54667,0,1,0,1,0,0,0,0,1475.412702,0,0,673.5439443,0,1475.412702,0.327942365,673.5439443,0.149709701,269.7192107,0.059950925,249.7301369,0.055507921,938.8982694,0.208690436,107.0710903,0.023798864,119.9840408,0.026669047,19.86425006,0.004415259,18.34392637,0.004077334,271.2511218,0.060291425,374.1088626,0.083153781,57.18439571,0.026634558,93.62863775,0.043609053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421,800,601,3142,221,270,41,57,768,1074,164,309,38.5428857,-121.4347594,0
27,6067003000,California,Sacramento,1,6563,2600,0,6,0.0009142,0,0,0,0,0,0,15.5,56845,0,1,0,1,0,0,0,160.4590816,2831.639398,160.4590816,70.19589043,1087.156656,70.19589043,2831.639398,0.431455035,1087.156656,0.165649346,720.1328024,0.109726162,319.8702958,0.048738427,1414.398957,0.21551104,199.3004038,0.030367272,272.6773899,0.041547675,14.17257138,0.002159465,67.9650465,0.01035579,863.1250413,0.131513796,1249.611272,0.190402449,27.61765429,0.010622175,67.70818994,0.026041612,160.4590816,0.024449045,70.19589043,0.010695702,51.84865475,0.007900145,8.84355551,0.001347487,79.59644032,0.012128057,6.15927124,0.000938484,14.25746751,0.002172401,0.357783198,5.45E-05,5.706176519,0.000869446,54.38194132,0.008286141,80.73935986,0.012302203,0,0,2.798433632,0.001076321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169,1502,785,3825,482,442,39,115,1660,2396,128,176,38.5358637,-121.4295972,0
28,6067003101,California,Sacramento,1,3568,1141,0,0,0,0,1,0,0,0,1,16.2,47115,0,1,0,1,0,0,0,0,946.8324454,0,0,350.6837943,0,946.8324454,0.265367838,350.6837943,0.098285817,274.00279,0.076794504,129.9682111,0.036426068,509.5237706,0.142803747,77.01178101,0.021584019,67.06666183,0.01879671,0.096907386,2.72E-05,20.01784133,0.005610382,273.1154939,0.076545822,452.8817949,0.126928754,21.59578074,0.018927065,55.7849122,0.048891246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,1064,358,1769,281,191,17,76,1234,1903,112,195,38.5285812,-121.4185883,0
29,6067003102,California,Sacramento,1,2933,968,0,9,0.0030685,0,0,0,0,0,1,21.6,54779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,784,345,1570,149,318,24,64,808,1299,87,113,38.5287219,-121.4359084,0
30,6067003202,California,Sacramento,1,5052,1673,0,63,0.0124703,0,0,0,0,0,1,31,34394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,1376,634,1841,292,1459,40,42,1378,1950,239,280,38.518459,-121.4335116,0
31,6067003203,California,Sacramento,1,3200,748,0,97,0.0303125,0,1,0,0,0,1,26.3,39133,0,1,0,1,0,0,0,0,2696.906693,0,0,1609.168248,0,2696.906693,0.842783342,1609.168248,0.502865078,830.6745982,0.259585812,250.1330877,0.07816659,442.8233315,0.138382291,305.2347452,0.095385858,1375.346936,0.429795918,68.33379621,0.021354311,17.96397005,0.005613741,487.203908,0.152251221,642.0307407,0.200634606,58.95761391,0.078820339,150.5238725,0.201235124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,991,287,535,355,1633,91,21,565,758,67,176,38.513306,-121.4182262,0
32,6067003204,California,Sacramento,1,5456,1421,0,12,0.0021994,0,1,0,0,0,1,36.8,37315,0,1,0,1,0,0,0,0,966.1277214,0,0,717.9794919,0,966.1277214,0.177076195,717.9794919,0.131594482,307.0074779,0.056269699,79.96948102,0.014657163,184.7275419,0.033857687,96.87094514,0.017754939,439.9733643,0.080640279,12.17623421,0.002231714,23.08097985,0.004230385,209.2986556,0.038361191,324.4088193,0.059459094,42.80145519,0.030120658,40.1067762,0.028224332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,1725,473,1393,479,2146,62,84,1292,2048,205,256,38.5205734,-121.418331,0
33,6067003300,California,Sacramento,1,4073,1832,0,0,0,0,0,0,0,0,0,8.9,88304,0,1,0,1,0,0,0,0,1190.18329,0,0,268.6464757,0,1190.18329,0.292212936,268.6464757,0.065957887,210.8578884,0.051769676,309.6609997,0.076027744,689.3675019,0.169253008,34.9997448,0.008593112,375.8592863,0.092280699,1.24797444,0.000306402,8.282411538,0.002033492,80.42636578,0.019746223,157.9774661,0.038786513,14.03137294,0.007659046,17.63550577,0.009626368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,719,929,2762,113,852,6,25,315,493,54,58,38.5289945,-121.5039421,0
34,6067003400,California,Sacramento,1,4085,1782,0,13,0.0031824,0,0,0,0,0,0,16,60875,0,1,0,1,0,0,0,0,2031.453987,0,0,956.2438431,0,2031.453987,0.497295958,956.2438431,0.23408662,463.9744569,0.113580038,371.9692749,0.09105735,877.7322917,0.214867146,406.4210037,0.099491066,315.6695095,0.077275278,14.8623328,0.00363827,17.53721048,0.004293075,399.2316482,0.097731126,549.391672,0.134490005,49.4775202,0.027765163,124.2061757,0.069700435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,798,965,1993,610,765,28,25,664,901,218,288,38.5121908,-121.5088949,0
